University,Faculty,Department,City,Type,Founded_Year
alexandria university,Faculty of Commerce,Economics,Alexandria,Public,1938.0
alexandria university,Faculty of Commerce,Statistics,Alexandria,Public,1938.0
alexandria university,Faculty of Law,Public Law,Alexandria,Public,1938.0
alexandria university,Faculty of Law,Private Law,Alexandria,Public,1938.0
alexandria university,Faculty of Law,International Law,Alexandria,Public,1938.0
alexandria university,Faculty of Law,Criminal Law,Alexandria,Public,1938.0
alexandria university,Faculty of Arts,English Language & Literature,Alexandria,Public,1938.0
alexandria university,Faculty of Arts,Arabic,Alexandria,Public,1938.0
alexandria university,Faculty of Arts,History,Alexandria,Public,1938.0
alexandria university,Faculty of Arts,Philosophy,Alexandria,Public,1938.0
alexandria university,Faculty of Arts,Psychology,Alexandria,Public,1938.0
alexandria university,Faculty of Pharmacy,Pharmaceutical Chemistry,Alexandria,Public,1938.0
alexandria university,Faculty of Pharmacy,Pharmacology,Alexandria,Public,1938.0
alexandria university,Faculty of Pharmacy,Pharmaceutics,Alexandria,Public,1938.0
alexandria university,Faculty of Pharmacy,Microbiology,Alexandria,Public,1938.0
alexandria university,Faculty of Computers and Information,Computer Science,Alexandria,Public,1938.0
alexandria university,Faculty of Computers and Information,Information Systems,Alexandria,Public,1938.0
alexandria university,Faculty of Computers and Information,Software Engineering,Alexandria,Public,1938.0
alexandria university,Faculty of Mass Communication,Journalism,Alexandria,Public,1938.0
alexandria university,Faculty of Mass Communication,Radio & TV,Alexandria,Public,1938.0
alexandria university,Faculty of Mass Communication,Public Relations,Alexandria,Public,1938.0
alexandria university,Faculty of Mass Communication,Advertising,Alexandria,Public,1938.0
alexandria university,Faculty of Nursing,Medical-Surgical Nursing,Alexandria,Public,1938.0
alexandria university,Faculty of Nursing,Pediatric Nursing,Alexandria,Public,1938.0
alexandria university,Faculty of Nursing,Psychiatric Nursing,Alexandria,Public,1938.0
alexandria university,Faculty of Physiotherapy,Orthopedics,Alexandria,Public,1938.0
alexandria university,Faculty of Physiotherapy,Neurology,Alexandria,Public,1938.0
alexandria university,Faculty of Physiotherapy,Cardiopulmonary,Alexandria,Public,1938.0
alexandria university,Faculty of Physiotherapy,Pediatrics,Alexandria,Public,1938.0
alexandria university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Alexandria,Public,1938.0
alexandria university,Faculty of Oral and Dental Medicine,Orthodontics,Alexandria,Public,1938.0
alexandria university,Faculty of Oral and Dental Medicine,Oral Surgery,Alexandria,Public,1938.0
alexandria university,Faculty of Oral and Dental Medicine,Periodontology,Alexandria,Public,1938.0
alexandria university,Faculty of Veterinary Medicine,Anatomy,Alexandria,Public,1938.0
alexandria university,Faculty of Veterinary Medicine,Physiology,Alexandria,Public,1938.0
alexandria university,Faculty of Veterinary Medicine,Pathology,Alexandria,Public,1938.0
alexandria university,Faculty of Veterinary Medicine,Surgery,Alexandria,Public,1938.0
alexandria university,Faculty of Veterinary Medicine,Public Health,Alexandria,Public,1938.0
alexandria university,Faculty of Dar El-Ulum,Islamic Studies,Alexandria,Public,1938.0
alexandria university,Faculty of Dar El-Ulum,Arabic Language,Alexandria,Public,1938.0
alexandria university,Faculty of Dar El-Ulum,Quran Sciences,Alexandria,Public,1938.0
alexandria university,Faculty of Dar El-Ulum,Theology,Alexandria,Public,1938.0
alexandria university,Faculty of Kindergarten,Early Childhood Education,Alexandria,Public,1938.0
alexandria university,Faculty of Kindergarten,Child Psychology,Alexandria,Public,1938.0
alexandria university,Faculty of Kindergarten,Curriculum Development,Alexandria,Public,1938.0
al‑azhar university,Faculty of Medicine,Internal Medicine,Cairo,Public,975.0
al‑azhar university,Faculty of Medicine,Surgery,Cairo,Public,975.0
al‑azhar university,Faculty of Medicine,Pediatrics,Cairo,Public,975.0
al‑azhar university,Faculty of Medicine,Obstetrics & Gynecology,Cairo,Public,975.0
al‑azhar university,Faculty of Medicine,Pharmacology,Cairo,Public,975.0
al‑azhar university,Faculty of Medicine,Anatomy,Cairo,Public,975.0
al‑azhar university,Faculty of Engineering,Civil Engineering,Cairo,Public,975.0
al‑azhar university,Faculty of Engineering,Mechanical Engineering,Cairo,Public,975.0
al‑azhar university,Faculty of Engineering,Electrical Engineering,Cairo,Public,975.0
al‑azhar university,Faculty of Engineering,Architecture,Cairo,Public,975.0
al‑azhar university,Faculty of Engineering,Computer Engineering,Cairo,Public,975.0
al‑azhar university,Faculty of Science,Mathematics,Cairo,Public,975.0
al‑azhar university,Faculty of Science,Physics,Cairo,Public,975.0
al‑azhar university,Faculty of Science,Chemistry,Cairo,Public,975.0
al‑azhar university,Faculty of Science,Geology,Cairo,Public,975.0
al‑azhar university,Faculty of Science,Botany,Cairo,Public,975.0
al‑azhar university,Faculty of Science,Zoology,Cairo,Public,975.0
al‑azhar university,Faculty of Agriculture,Agronomy,Cairo,Public,975.0
al‑azhar university,Faculty of Agriculture,Horticulture,Cairo,Public,975.0
al‑azhar university,Faculty of Agriculture,Animal Production,Cairo,Public,975.0
al‑azhar university,Faculty of Agriculture,Soil Science,Cairo,Public,975.0
al‑azhar university,Faculty of Agriculture,Plant Pathology,Cairo,Public,975.0
al‑azhar university,Faculty of Commerce,Accounting,Cairo,Public,975.0
al‑azhar university,Faculty of Commerce,Business Administration,Cairo,Public,975.0
al‑azhar university,Faculty of Commerce,Economics,Cairo,Public,975.0
al‑azhar university,Faculty of Commerce,Statistics,Cairo,Public,975.0
al‑azhar university,Faculty of Law,Public Law,Cairo,Public,975.0
al‑azhar university,Faculty of Law,Private Law,Cairo,Public,975.0
al‑azhar university,Faculty of Law,International Law,Cairo,Public,975.0
al‑azhar university,Faculty of Law,Criminal Law,Cairo,Public,975.0
al‑azhar university,Faculty of Arts,English Language & Literature,Cairo,Public,975.0
al‑azhar university,Faculty of Arts,Arabic,Cairo,Public,975.0
al‑azhar university,Faculty of Arts,History,Cairo,Public,975.0
al‑azhar university,Faculty of Arts,Philosophy,Cairo,Public,975.0
al‑azhar university,Faculty of Arts,Psychology,Cairo,Public,975.0
al‑azhar university,Faculty of Pharmacy,Pharmaceutical Chemistry,Cairo,Public,975.0
al‑azhar university,Faculty of Pharmacy,Pharmacology,Cairo,Public,975.0
al‑azhar university,Faculty of Pharmacy,Pharmaceutics,Cairo,Public,975.0
al‑azhar university,Faculty of Pharmacy,Microbiology,Cairo,Public,975.0
al‑azhar university,Faculty of Computers and Information,Computer Science,Cairo,Public,975.0
al‑azhar university,Faculty of Computers and Information,Information Systems,Cairo,Public,975.0
al‑azhar university,Faculty of Computers and Information,Software Engineering,Cairo,Public,975.0
al‑azhar university,Faculty of Mass Communication,Journalism,Cairo,Public,975.0
al‑azhar university,Faculty of Mass Communication,Radio & TV,Cairo,Public,975.0
al‑azhar university,Faculty of Mass Communication,Public Relations,Cairo,Public,975.0
al‑azhar university,Faculty of Mass Communication,Advertising,Cairo,Public,975.0
al‑azhar university,Faculty of Nursing,Medical-Surgical Nursing,Cairo,Public,975.0
al‑azhar university,Faculty of Nursing,Pediatric Nursing,Cairo,Public,975.0
al‑azhar university,Faculty of Nursing,Psychiatric Nursing,Cairo,Public,975.0
al‑azhar university,Faculty of Physiotherapy,Orthopedics,Cairo,Public,975.0
al‑azhar university,Faculty of Physiotherapy,Neurology,Cairo,Public,975.0
al‑azhar university,Faculty of Physiotherapy,Cardiopulmonary,Cairo,Public,975.0
al‑azhar university,Faculty of Physiotherapy,Pediatrics,Cairo,Public,975.0
al‑azhar university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Cairo,Public,975.0
al‑azhar university,Faculty of Oral and Dental Medicine,Orthodontics,Cairo,Public,975.0
al‑azhar university,Faculty of Oral and Dental Medicine,Oral Surgery,Cairo,Public,975.0
al‑azhar university,Faculty of Oral and Dental Medicine,Periodontology,Cairo,Public,975.0
al‑azhar university,Faculty of Veterinary Medicine,Anatomy,Cairo,Public,975.0
al‑azhar university,Faculty of Veterinary Medicine,Physiology,Cairo,Public,975.0
al‑azhar university,Faculty of Veterinary Medicine,Pathology,Cairo,Public,975.0
al‑azhar university,Faculty of Veterinary Medicine,Surgery,Cairo,Public,975.0
al‑azhar university,Faculty of Veterinary Medicine,Public Health,Cairo,Public,975.0
al‑azhar university,Faculty of Dar El-Ulum,Islamic Studies,Cairo,Public,975.0
al‑azhar university,Faculty of Dar El-Ulum,Arabic Language,Cairo,Public,975.0
al‑azhar university,Faculty of Dar El-Ulum,Quran Sciences,Cairo,Public,975.0
al‑azhar university,Faculty of Dar El-Ulum,Theology,Cairo,Public,975.0
al‑azhar university,Faculty of Kindergarten,Early Childhood Education,Cairo,Public,975.0
al‑azhar university,Faculty of Kindergarten,Child Psychology,Cairo,Public,975.0
al‑azhar university,Faculty of Kindergarten,Curriculum Development,Cairo,Public,975.0
arish university,Faculty of Medicine,Internal Medicine,Arish,Public,2012.0
arish university,Faculty of Medicine,Surgery,Arish,Public,2012.0
arish university,Faculty of Medicine,Pediatrics,Arish,Public,2012.0
arish university,Faculty of Medicine,Obstetrics & Gynecology,Arish,Public,2012.0
arish university,Faculty of Medicine,Pharmacology,Arish,Public,2012.0
arish university,Faculty of Medicine,Anatomy,Arish,Public,2012.0
arish university,Faculty of Engineering,Civil Engineering,Arish,Public,2012.0
arish university,Faculty of Engineering,Mechanical Engineering,Arish,Public,2012.0
arish university,Faculty of Engineering,Electrical Engineering,Arish,Public,2012.0
arish university,Faculty of Engineering,Architecture,Arish,Public,2012.0
arish university,Faculty of Engineering,Computer Engineering,Arish,Public,2012.0
arish university,Faculty of Science,Mathematics,Arish,Public,2012.0
arish university,Faculty of Science,Physics,Arish,Public,2012.0
arish university,Faculty of Science,Chemistry,Arish,Public,2012.0
arish university,Faculty of Science,Geology,Arish,Public,2012.0
arish university,Faculty of Science,Botany,Arish,Public,2012.0
arish university,Faculty of Science,Zoology,Arish,Public,2012.0
arish university,Faculty of Agriculture,Agronomy,Arish,Public,2012.0
arish university,Faculty of Agriculture,Horticulture,Arish,Public,2012.0
arish university,Faculty of Agriculture,Animal Production,Arish,Public,2012.0
arish university,Faculty of Agriculture,Soil Science,Arish,Public,2012.0
arish university,Faculty of Agriculture,Plant Pathology,Arish,Public,2012.0
arish university,Faculty of Commerce,Accounting,Arish,Public,2012.0
arish university,Faculty of Commerce,Business Administration,Arish,Public,2012.0
arish university,Faculty of Commerce,Economics,Arish,Public,2012.0
arish university,Faculty of Commerce,Statistics,Arish,Public,2012.0
arish university,Faculty of Law,Public Law,Arish,Public,2012.0
arish university,Faculty of Law,Private Law,Arish,Public,2012.0
arish university,Faculty of Law,International Law,Arish,Public,2012.0
arish university,Faculty of Law,Criminal Law,Arish,Public,2012.0
arish university,Faculty of Arts,English Language & Literature,Arish,Public,2012.0
arish university,Faculty of Arts,Arabic,Arish,Public,2012.0
arish university,Faculty of Arts,History,Arish,Public,2012.0
arish university,Faculty of Arts,Philosophy,Arish,Public,2012.0
arish university,Faculty of Arts,Psychology,Arish,Public,2012.0
arish university,Faculty of Pharmacy,Pharmaceutical Chemistry,Arish,Public,2012.0
arish university,Faculty of Pharmacy,Pharmacology,Arish,Public,2012.0
